catalogNumber;basisOfRecord;decimalLatitude;decimalLongitude;Class;order;family;genus;specificEpithet;infraspecificEpithet;nameAcordingTo;verbatimTaxonRank;taxonRank;acceptedNameUsage;;;establishmentMeans;;;locationRemarks;sex
AA0483;;348533;6284427;Magnoliopsida;Myrtales;Myrtaceae;Luma;chequen;;A.Gray;;;Luma chequen (Molina.) A.Gray;ACCEPTED;Viva;Nativa;2019;2014;;
AA0484;;348533;6284422;Magnoliopsida;Myrtales;Myrtaceae;Luma;apiculata;;Burret;;;Luma apiculata (DC.) Burret;ACCEPTED;Muerto;Nativa;2019;2014;;
AA0485;;348532;6284421;Magnoliopsida;Myrtales;Myrtaceae;Luma;apiculata;;Burret;;;Luma apiculata (DC.) Burret;ACCEPTED;Viva;Nativa;2019;2014;;
AA0486;;348531;6284417;Magnoliopsida;Canellales;Winteraceae;Drimys;winteri;;J.R.Forst. & G.Forst.;;;Drimys winteri J.R.Forst. & G.Forst.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0487;;348527;6284417;Magnoliopsida;Myrtales;Myrtaceae;Luma;chequen;;A.Gray;;;Luma chequen (Molina.) A.Gray;ACCEPTED;Viva;Nativa;2019;2014;;
AA0488;;348527;6284413;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0489;;348526;6284408;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0490;;348524;6284408;Magnoliopsida;Aquifoliales;Cardiopteridaceae;Citronella;mucronata;;D.Don;;;Citronella mucronata (Ruiz & Pav.) D.Don;ACCEPTED;Viva;Nativa;2019;2016;;
AA0491;;348527;6284414;Magnoliopsida;Myrtales;Myrtaceae;Luma;chequen;;A.Gray;;;Luma chequen (Molina.) A.Gray;ACCEPTED;Viva;Nativa;2019;2014;;
AA0492;;348529;6284403;Magnoliopsida;Gunnerales;Gunneraceae;Gunnera;tinctoria;;Mirb.;;;Gunnera tinctoria (Molina.) Mirb.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0493;;348526;6284395;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;dombeyi;;Oerst.;;;Nothofagus dombeyi (Mirb.) Oerst.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0494;;348522;6284396;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;dombeyi;;Oerst.;;;Nothofagus dombeyi (Mirb.) Oerst.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0495;;348523;6284404;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;glauca;;Krasser;;;Nothofagus glauca (R.Phil) Krasser;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0496;;348515;6284410;Magnoliopsida;Canellales;Winteraceae;Drimys;winteri;;J.R.Forst. & G.Forst.;;;Drimys winteri J.R.Forst. & G.Forst.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0497;;348520;6284413;Magnoliopsida;Sapindales;Rutaceae;Pitavia;punctata;;Molina.;;;Pitavia punctata Molina.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0498;;348519;6284417;Magnoliopsida;Berberidopsidales;Aextoxicaceae;Aextoxicon;punctatum;;Ruiz & Pav.;;;Aextoxicon punctatum Ruiz & Pav.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0499;;348522;6284413;Magnoliopsida;Sapindales;Rutaceae;Pitavia;punctata;;Molina.;;;Pitavia punctata Molina.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0500;;348521;6284412;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;rubra;;Pers.;;;Escallonia rubra Pers.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0501;;348520;6284429;Magnoliopsida;Berberidopsidales;Aextoxicaceae;Aextoxicon;punctatum;;Ruiz & Pav.;;;Aextoxicon punctatum Ruiz & Pav.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0502;;348517;6284425;Magnoliopsida;Oxalidales;Cunoniaceae;Eucryphia;cordifolia;;Cav.;;;Eucryphia cordifolia Cav.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0503;;348514;6284429;Magnoliopsida;Berberidopsidales;Aextoxicaceae;Aextoxicon;punctatum;;Ruiz & Pav.;;;Aextoxicon punctatum Ruiz & Pav.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0504;;348514;6284428;Magnoliopsida;Oxalidales;Cunoniaceae;Eucryphia;cordifolia;;Cav.;;;Eucryphia cordifolia Cav.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0505;;348512;6284419;Magnoliopsida;Myrtales;Myrtaceae;Luma;chequen;;A.Gray;;;Luma chequen (Molina.) A.Gray;ACCEPTED;Viva;Nativa;2019;2016;;
AA0506;;348516;6284418;Magnoliopsida;Sapindales;Rutaceae;Pitavia;punctata;;Molina.;;;Pitavia punctata Molina.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0507;;348513;6284416;Magnoliopsida;Berberidopsidales;Aextoxicaceae;Aextoxicon;punctatum;;Ruiz & Pav.;;;Aextoxicon punctatum Ruiz & Pav.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0508;;348503;6284431;Magnoliopsida;Apiales;Araliaceae;Raukaua;laetevirens;;Frodin;;;Raukaua laetevirens (Gay) Frodin;ACCEPTED;Viva;Nativa;2019;;;
AA0509;;348504;6284426;Magnoliopsida;Malpighiales;Salicaceae;Azara;lanceolata;;Hook.f.;;;Azara lanceolata Hook.f.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0510;;348502;6284426;Magnoliopsida;Fabales;Fabaceae;Sophora;microphylla;;Ait.;;;Sophora microphylla Ait.;ACCEPTED;Viva;Nativa;2019;;;
AA0511;;348508;6284407;Magnoliopsida;Fabales;Fabaceae;Sophora;microphylla;;Ait.;;;Sophora microphylla Ait.;ACCEPTED;Viva;Nativa;2019;;;
AA0512;;348504;6284409;Pinopsida;Pinales;Podocarpaceae;Podocarpus;salignus;;D.Don;;;Podocarpus salignus D.Don;ACCEPTED;Viva;Nativa;2019;;;
AA0513;;348505;6284407;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;pulverulenta;;Pers.;;;Escallonia pulverulenta Pers.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0514;;348518;6284423;Pinopsida;Pinales;Podocarpaceae;Saxegothaea;conspicua;;Lindl.;;;Saxegothaea conspicua Lindl.;ACCEPTED;Muerto;Nativa;2019;;;
AA0515;;348504;6284401;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0516;;348537;6284395;Polypodiopsida;Polypodiales;Blechnaceae;Parablechnum;cordatum;;Hieron.;;;Blechnum cordatum (Desv.) Hieron.;SYNONYM;Viva;Nativa;2019;2016;;
AA0517;;348534;6284399;Polypodiopsida;Polypodiales;Blechnaceae;Parablechnum;cordatum;;Hieron.;;;Blechnum cordatum (Desv.) Hieron.;SYNONYM;Viva;Nativa;2019;2016;;
AA0518;;348534;6284400;Polypodiopsida;Polypodiales;Blechnaceae;Parablechnum;cordatum;;Hieron.;;;Blechnum cordatum (Desv.) Hieron.;SYNONYM;Viva;Nativa;2019;2016;;
AA0519;;348533;6284402;Magnoliopsida;Laurales;Gomortegaceae;Gomortega;keule;;Gunckel;;;Gomortega keule (Molina.) Gunckel;ACCEPTED;Viva;Nativa;2019;2016;;
AA0520;;348536;6284397;Polypodiopsida;Polypodiales;Blechnaceae;Parablechnum;cordatum;;Hieron.;;;Blechnum cordatum (Desv.) Hieron.;SYNONYM;Viva;Nativa;2019;2016;;
AA0521;;348538;6284409;Polypodiopsida;Polypodiales;Blechnaceae;Lomariocycas;magellanicum;;Mett.;;;Blechnum magellanicum (Desv.) Mett.;SYNONYM;Viva;Nativa;2019;2016;;
AA0522;;348540;6284410;Polypodiopsida;Polypodiales;Blechnaceae;Lomariocycas;magellanicum;;Mett.;;;Blechnum magellanicum (Desv.) Mett.;SYNONYM;Viva;Nativa;2019;2016;;
AA0523;;348540;6284408;Polypodiopsida;Polypodiales;Blechnaceae;Lomariocycas;magellanicum;;Mett.;;;Blechnum magellanicum (Desv.) Mett.;SYNONYM;Viva;Nativa;2019;2016;;
AA0524;;348536;6284411;Liliopsida;Liliales;Philesiaceae;Lapageria;rosea;;Ruiz & Pav.;;;Lapageria rosea Ruiz & Pav.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0525;;348533;6284418;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0526;;348538;6284418;Magnoliopsida;Apiales;Araliaceae;Raukaua;laetevirens;;Frodin;;;Raukaua laetevirens (Gay) Frodin;ACCEPTED;Viva;Nativa;2019;;;
AA0527;;348537;6284421;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;alessandrii;;Espinosa;;;Nothofagus alessandrii Espinosa;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0528;;348538;6284417;Polypodiopsida;Polypodiales;Blechnaceae;Austroblechnum;penna-marina;;Kuhn;;;Blechnum penna-marina (Poir.) Kuhn;SYNONYM;Viva;Nativa;2019;2016;;
AA0529;;348539;6284422;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0530;;348539;6284423;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0531;;348538;6284424;Magnoliopsida;Malpighiales;Salicaceae;Azara;lanceolata;;Hook.f.;;;Azara lanceolata Hook.f.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0532;;348538;6284424;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0533;;348541;6284424;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0534;;348544;6284426;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;nitida;;Krasser;;;Nothofagus nitida Krasser;ACCEPTED;Viva;Nativa;2019;2016;;
AA0535;;348540;6284421;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;nitida;;Krasser;;;Nothofagus nitida Krasser;ACCEPTED;Viva;Nativa;2019;2016;;
AA0536;;348544;6284422;Polypodiopsida;Polypodiales;Blechnaceae;Blechnum;hastatum;;Kaulf.;;;Blechnum hastatum Kaulf.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0537;;348546;6284428;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;magellanica;;Lam.;;;Fuchsia magellanica Lam.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0538;;348541;6284426;Pinopsida;Pinales;Araucariaceae;Araucaria;araucana;;K.Koch;;;Araucaria araucana K.Koch;ACCEPTED;Viva;Nativa;2019;2015;;
AA0539;;348538;6284429;Magnoliopsida;Malpighiales;Salicaceae;Azara;lanceolata;;Hook.f.;;;Azara lanceolata Hook.f.;ACCEPTED;Viva;Nativa;2019;2015;;
AA0540;;348537;6284429;Magnoliopsida;Gunnerales;Gunneraceae;Gunnera;tinctoria;;Mirb.;;;Gunnera tinctoria (Molina.) Mirb.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0541;;348502;6284405;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0542;;348520;6284402;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;glauca;;Krasser;;;Nothofagus glauca (R.Phil) Krasser;ACCEPTED;Muerto;Nativa;2019;2017;;
AA0543;;348524;6284399;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;alessandrii;;Espinosa;;;Nothofagus alessandrii Espinosa;ACCEPTED;Viva;Nativa;2019;2017;;
AA0544;;348530;6284411;Magnoliopsida;Sapindales;Rutaceae;Pitavia;punctata;;Molina.;;;Pitavia punctata Molina.;ACCEPTED;Viva;Nativa;2019;2017;;
AA0545;;348527;6284424;Magnoliopsida;Laurales;Gomortegaceae;Gomortega;keule;;Gunckel;;;Gomortega keule (Molina.) Gunckel;ACCEPTED;Viva;Nativa;2019;2017;;
AA0546;;348512;6284410;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0547;;348525;6284421;Magnoliopsida;Laurales;Lauraceae;Persea;lingue;;Nees;;;Persea lingue Nees;ACCEPTED;Muerto;Nativa;2019;;;
AA0548;;348539;6284421;Magnoliopsida;Oxalidales;Elaeocarpaceae;Crinodendron;hookerianum;;Gay;;;Crinodendron hookerianum Gay;ACCEPTED;Muerto;Nativa;2019;;;
AA0549;;348540;6284429;Magnoliopsida;Ericales;Ericaceae;Gaultheria;mucronata;;J.Rémy;;;Gaultheria mucronata J.Rémy;ACCEPTED;Muerto;Nativa;2019;;;
AA0550;;348534;6284417;Magnoliopsida;Lamiales;Verbenaceae;Rhaphithamnus;spinosus;;Moldenke;;;Rhaphithamnus spinosus (Juss.) Moldenke;ACCEPTED;Muerto;Nativa;2019;;;
AA0551;;348526;6284413;Magnoliopsida;Lamiales;Verbenaceae;Rhaphithamnus;spinosus;;Moldenke;;;Rhaphithamnus spinosus (Juss.) Moldenke;ACCEPTED;muerto;Nativa;2019;;;
AA0552;;348511;6284407;Magnoliopsida;Laurales;Atherospermataceae;Laurelia;sempervirens;;Tul.;;;Laurelia sempervirens Tul.;ACCEPTED;Muerto;Nativa;2019;;;
AA0553;;348509;6284426;Magnoliopsida;Myrtales;Myrtaceae;Amomyrtus;meli;;D.Legrand & Kausel;;;Amomyrtus meli (Phil.) D.Legrand & Kausel;ACCEPTED;Muerto;Nativa;2019;;;
AA0554;;348508;6284421;Pinopsida;Pinales;Podocarpaceae;Podocarpus;nubigenus;;Lindl.;;;Podocarpus nubigenus Lindl.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA0555;;348518;6284403;Pinopsida;Pinales;Cupressaceae;Fitzroya;cupressoides;;I.M.Johnst.;;;Fitzroya cupressoides I.M.Johnst.;ACCEPTED;Muerto;Nativa;2019;;;
AA0556;;348523;6284409;Pinopsida;Pinales;Cupressaceae;Fitzroya;cupressoides;;I.M.Johnst.;;;Fitzroya cupressoides I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA0557;;348504;6284411;Pinopsida;Pinales;Cupressaceae;Austrocedrus;chilensis;;Pic.Serm. & M.P.Bizzarri;;;Austrocedrus chilensis (D.Don) Pic.Serm. & M.P.Bizzarri;ACCEPTED;Muerto;Nativa;2019;;;
AA0558;;348518;6284418;Pinopsida;Pinales;Podocarpaceae;Podocarpus;nubigenus;;Lindl.;;;Podocarpus nubigenus Lindl.;ACCEPTED;Muerto;Nativa;2019;;;
AA0559;;348496;6284414;Magnoliopsida;Proteales;Proteaceae;Lomatia;hirsuta;;Diels;;;Lomatia hirsuta (Lam.) Diels;ACCEPTED;Muerto;Nativa;2019;;;
AA0560;;348539;6284415;Magnoliopsida;Bruniales;Columelliaceae;Desfontainia;fulgens;;D.Don;;;Desfontainia fulgens D.Don;SYNONYM;Muerto;Nativa;2019;;;
AA0561;;348542;6284427;Magnoliopsida;Proteales;Proteaceae;Lomatia;ferruginea;;R.Br.;;;Lomatia ferruginea (Cav.) R.Br.;ACCEPTED;Muerto;Nativa;2019;;;
AA0562;;348543;6284432;Magnoliopsida;Proteales;Proteaceae;Lomatia;ferruginea;;R.Br.;;;Lomatia ferruginea (Cav.) R.Br.;ACCEPTED;Muerto;Nativa;2019;;;
AA0563;;348537;6284415;Magnoliopsida;Proteales;Proteaceae;Lomatia;hirsuta;;Diels;;;Lomatia hirsuta (Lam.) Diels;ACCEPTED;Muerto;Nativa;2019;;;
AA0564;;348499;6284416;Magnoliopsida;Proteales;Proteaceae;Lomatia;hirsuta;;Diels;;;Lomatia hirsuta (Lam.) Diels;ACCEPTED;Muerto;Nativa;2019;;;
AA0565;;348496;6284419;Magnoliopsida;Proteales;Proteaceae;Lomatia;hirsuta;;Diels;;;Lomatia hirsuta (Lam.) Diels;ACCEPTED;Muerto;Nativa;2019;;;
AA0566;;348499;6284420;Magnoliopsida;Proteales;Proteaceae;Lomatia;ferruginea;;R.Br.;;;Lomatia ferruginea (Cav.) R.Br.;ACCEPTED;Muerto;Nativa;2019;;;
AA0567;;348497;6284422;Magnoliopsida;Proteales;Proteaceae;Lomatia;hirsuta;;Diels;;;Lomatia hirsuta (Lam.) Diels;ACCEPTED;Muerto;Nativa;2019;;;
AA0568;;348504;6284422;Magnoliopsida;Proteales;Proteaceae;Lomatia;ferruginea;;R.Br.;;;Lomatia ferruginea (Cav.) R.Br.;ACCEPTED;Muerto;Nativa;2019;;;
AA0569;;348516;6284399;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;alpina;;Oerst.;;;Nothofagus alpina Oerst.;ACCEPTED;Muerto;Nativa;2019;2017;;
AA0570;;348513;6284400;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;alpina;;Oerst.;;;Nothofagus alpina Oerst.;ACCEPTED;Muerto;Nativa;2019;2017;;
AA0571;;348508;6284400;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;dombeyi;;Oerst.;;;Nothofagus dombeyi (Mirb.) Oerst.;ACCEPTED;Muerto;Nativa;2019;2017;;
AA0572;;348505;6284400;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;dombeyi;;Oerst.;;;Nothofagus dombeyi (Mirb.) Oerst.;ACCEPTED;Muerto;Nativa;2019;2017;;
AA0573;;348500;6284402;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;dombeyi;;Oerst.;;;Nothofagus dombeyi (Mirb.) Oerst.;ACCEPTED;Muerto;Nativa;2019;2017;;
AA0574;;348485;6284456;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0575;;348484;6284452;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0576;;348484;6284448;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0577;;348483;6284442;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0578;;348482;6284437;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0579;;348481;6284432;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0580;;348480;6284425;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0581;;348479;6284420;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0582;;348478;6284414;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0583;;348477;6284408;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0584;;348476;6284404;Liliopsida;Asparagales;Asparagaceae;Agave;americana;marginata;Trel.;;;Agave americana var. marginata Trel.;SYNONYM;Viva;Exotica;2019;;;
AA0585;;348533;6284486;Magnoliopsida;Oxalidales;Elaeocarpaceae;Crinodendron;patagua;;Molina.;;;Crinodendron patagua Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0586;;348533;6284491;Magnoliopsida;Oxalidales;Elaeocarpaceae;Crinodendron;patagua;;Molina.;;;Crinodendron patagua Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0587;;348535;6284509;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;berteroana;;Kosterm.;;;Beilschmiedia berteroana (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;;;
AA0588;;348535;6284515;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;berteroana;;Kosterm.;;;Beilschmiedia berteroana (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;;;
AA0589;;348531;6284521;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0590;;348528;6284522;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0591;;348524;6284522;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0592;;348520;6284523;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0593;;348516;6284523;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0594;;348510;6284524;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0595;;348506;6284524;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0596;;348502;6284525;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0597;;348486;6284492;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA0598;;348486;6284485;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0599;;348492;6284470;Liliopsida;Arecales;Arecaceae;Trachycarpus;fortunei;;H.Wendl.;;;Trachycarpus fortunei H.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA0600;;348487;6284497;Magnoliopsida;Rosales;Rosaceae;Crataegus;monogyna;;Jacq.;;;Crataegus monogyna Jacq.;ACCEPTED;Extraido;Exotica;2019;;;
AA0601;;348513;6284524;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0602;;348485;6284490;Magnoliopsida;Rosales;Rosaceae;Crataegus;monogyna;;Jacq.;;;Crataegus monogyna Jacq.;ACCEPTED;Extraido;Exotica;2019;;;
AA0603;;348488;6284515;Pinopsida;Pinales;Pinaceae;Pinus;;;L.;;;Pinus L.;ACCEPTED;Viva;Exotica;2019;;;
AA0604;;348489;6284510;Magnoliopsida;Lamiales;Scrophulariaceae;Myoporum;laetum;;G.Forst.;;;Myoporum laetum G.Forst.;ACCEPTED;Extraido;Exotica;2019;;;
AA0605;;348499;6284524;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0606;;348531;6284514;Magnoliopsida;Laurales;Monimiaceae;Peumus;boldus;;Molina.;;;Peumus boldus Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0607;;348532;6284509;Magnoliopsida;Oxalidales;Elaeocarpaceae;Crinodendron;patagua;;Molina.;;;Crinodendron patagua Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0608;;348532;6284507;Magnoliopsida;Oxalidales;Elaeocarpaceae;Crinodendron;patagua;;Molina.;;;Crinodendron patagua Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0609;;348537;6284504;Magnoliopsida;Laurales;Monimiaceae;Peumus;boldus;;Molina.;;;Peumus boldus Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0610;;348536;6284502;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0611;;348536;6284500;Magnoliopsida;Laurales;Monimiaceae;Peumus;boldus;;Molina.;;;Peumus boldus Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0612;;348536;6284497;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0613;;348535;6284497;Magnoliopsida;Laurales;Monimiaceae;Peumus;boldus;;Molina.;;;Peumus boldus Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0614;;348535;6284495;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0615;;348534;6284491;Magnoliopsida;Laurales;Monimiaceae;Peumus;boldus;;Molina.;;;Peumus boldus Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0616;;348539;6284494;Pinopsida;Pinales;Araucariaceae;Araucaria;angustifolia;;Kuntze;;;Araucaria angustifolia (Bertol.) Kuntze;ACCEPTED;Viva;Exotica;2019;;;
AA0617;;348531;6284521;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0618;;348538;6284513;Magnoliopsida;Myrtales;Myrtaceae;Blepharocalyx;cruckshanksii;;Nied.;;;Blepharocalyx cruckshanksii Nied.;ACCEPTED;Viva;Nativa;2019;;;
AA0619;;348539;6284511;Magnoliopsida;Myrtales;Myrtaceae;Blepharocalyx;cruckshanksii;;Nied.;;;Blepharocalyx cruckshanksii Nied.;ACCEPTED;Viva;Nativa;2019;;;
AA0620;;348465;6284476;Magnoliopsida;Proteales;Proteaceae;Grevillea;robusta;;A.Cunn. ex R.Br.;;;Grevillea robusta A.Cunn. ex R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0621;;348463;6284476;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0622;;348447;6284487;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA0623;;348437;6284484;Magnoliopsida;Fabales;Fabaceae;Acacia;saligna;;H.L.Wendl.;;;Acacia saligna (Labill.) H.L.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA0624;;348434;6284482;Magnoliopsida;Fabales;Fabaceae;Acacia;melanoxylon;;R.Br.;;;Acacia melanoxylon R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0625;;348438;6284495;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA0626;;348439;6284499;Magnoliopsida;Asterales;Asteraceae;Baccharis;linearis;;Pers.;;;Baccharis linearis (Ruiz & Pav.) Pers.;ACCEPTED;Viva;Nativa;2019;;;
