catalogNumber,catalogNumber,basisOfRecord,decimalLatitude,decimalLongitude,phylum,Class,order,family,genus,specificEpithet,infraspecificEpithet,nameAcordingTo,verbatimTaxonRank,taxonRank,acceptedNameUsage,Nombre común,Estado,establishmentMeans,ingreso,plantacion,sex
AA0113,AA0113,LivingSpecimen,348637,6284257,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA0114,AA0114,LivingSpecimen,348641,6284250,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA0115,AA0115,LivingSpecimen,348640,6284256,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0116,AA0116,LivingSpecimen,348644,6284256,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0117,AA0117,LivingSpecimen,348643,6284250,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,chilensis,,Stuntz,,species,Aristotelia chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0118,AA0118,LivingSpecimen,348646,6284254,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0119,AA0119,LivingSpecimen,348649,6284255,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0120,AA0120,LivingSpecimen,348653,6284255,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0121,AA0121,LivingSpecimen,348646,6284250,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA0122,AA0122,LivingSpecimen,348655,6284252,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0123,AA0123,LivingSpecimen,348621,6284274,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,male
AA0124,AA0124,LivingSpecimen,348615,6284280,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,Pissardi,Ehrh.,var.,varietas,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA0125,AA0125,LivingSpecimen,348613,6284280,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA0126,AA0126,LivingSpecimen,348624,6284280,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,pendula,,Roth,,species,Betula pendula Roth,,Viva,Exótica,2019,,
AA0127,AA0127,LivingSpecimen,348640,6284280,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA0128,AA0128,LivingSpecimen,348656,6284285,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,,L.,sp.,genus,Citrus  L.,,Muerto,Exótica,2019,,hermaphrodite
AA0129,AA0129,LivingSpecimen,348656,6284294,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,,L.,sp.,genus,Citrus  L.,,Viva,Exótica,2019,,hermaphrodite
AA0130,AA0130,LivingSpecimen,348658,6284303,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,,L.,sp.,genus,Citrus  L.,,Viva,Exótica,2019,,hermaphrodite
AA0131,AA0131,LivingSpecimen,348655,6284312,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,,L.,sp.,genus,Citrus  L.,,Viva,Exótica,2019,,hermaphrodite
AA0132,AA0132,LivingSpecimen,348639,6284300,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA0133,AA0133,LivingSpecimen,348630,6284295,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA0134,AA0134,LivingSpecimen,348626,6284287,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA0135,AA0135,LivingSpecimen,348632,6284283,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA0136,AA0136,LivingSpecimen,348615,6284289,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0137,AA0137,LivingSpecimen,348613,6284291,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,religiosa,,L.,,species,Ficus religiosa L.,,Viva,Exótica,2019,,
AA0138,AA0138,LivingSpecimen,348615,6284293,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0139,AA0139,LivingSpecimen,348616,6284305,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0140,AA0140,LivingSpecimen,348618,6284316,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0141,AA0141,LivingSpecimen,348626,6284326,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Exótica,2019,,hermaphrodite
AA0142,AA0142,LivingSpecimen,348632,6284327,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Exótica,2019,,hermaphrodite
AA0143,AA0143,LivingSpecimen,348639,6284325,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Exótica,2019,,hermaphrodite
AA0144,AA0144,LivingSpecimen,348638,6284349,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,chilensis,,Stuntz,,species,Aristotelia chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0145,AA0145,LivingSpecimen,348642,6284356,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Drimys,winteri,,J.R.Forst. & G.Forst.,,species,Drimys winteri J.R.Forst. & G.Forst.,,Muerto,Nativa,2019,,hermaphrodite
AA0146,AA0146,LivingSpecimen,348635,6284356,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Crinodendron,patagua,,(Molina) Molina,,species,Crinodendron patagua (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0147,AA0147,LivingSpecimen,348629,6284353,Tracheophyta,Pinopsida,Cupressales,Araucariaceae,Araucaria,araucana,,K.Koch,,species,Araucaria araucana K.Koch,,Viva,Nativa,2019,,
AA0148,AA0148,LivingSpecimen,348624,6284352,Tracheophyta,Pinopsida,Cupressales,Araucariaceae,Araucaria,araucana,,K.Koch,,species,Araucaria araucana K.Koch,,Viva,Nativa,2019,,
AA0149,AA0149,LivingSpecimen,348618,6284358,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,alba,,L.,,species,Morus alba L.,,Viva,Exótica,2019,,hermaphrodite
AA0150,AA0150,LivingSpecimen,348627,6284358,Tracheophyta,Pinopsida,Cupressales,Araucariaceae,Araucaria,araucana,,K.Koch,,species,Araucaria araucana K.Koch,,Viva,Nativa,2019,,
AA0151,AA0151,LivingSpecimen,348646,6284364,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0152,AA0152,LivingSpecimen,348639,6284366,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0153,AA0153,LivingSpecimen,348630,6284367,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0154,AA0154,LivingSpecimen,348621,6284368,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0155,AA0155,LivingSpecimen,348615,6284369,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0156,AA0156,LivingSpecimen,348608,6284370,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0157,AA0157,LivingSpecimen,348600,6284371,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,L.,,species,Magnolia grandiflora L.,,Viva,Exótica,2019,,hermaphrodite
AA0158,AA0158,LivingSpecimen,348609,6284362,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,macrocarpa,,Hartw. ex Gordon,,species,Cupressus macrocarpa Hartw. ex Gordon,,Viva,Exótica,2019,,
AA0159,AA0159,LivingSpecimen,348600,6284361,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0160,AA0160,LivingSpecimen,348597,6284350,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0161,AA0161,LivingSpecimen,348596,6284345,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0162,AA0162,LivingSpecimen,348596,6284343,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0163,AA0163,LivingSpecimen,348595,6284341,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0164,AA0164,LivingSpecimen,348593,6284332,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0165,AA0165,LivingSpecimen,348604,6284330,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0166,AA0166,LivingSpecimen,348597,6284330,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0167,AA0167,LivingSpecimen,348593,6284323,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0168,AA0168,LivingSpecimen,348592,6284315,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0169,AA0169,LivingSpecimen,348590,6284306,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0170,AA0170,LivingSpecimen,348591,6284300,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA0171,AA0171,LivingSpecimen,348590,6284295,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,female
AA0172,AA0172,LivingSpecimen,348587,6284291,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,female
AA0173,AA0173,LivingSpecimen,348582,6284273,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Chamaecyparis,lawsoniana,,Parl.,,species,Chamaecyparis lawsoniana Parl.,,Viva,Exótica,2019,,
AA0174,AA0174,LivingSpecimen,348603,6284244,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,indica,,L.,,species,Lagerstroemia indica L.,,Viva,Exótica,2019,,hermaphrodite
AA0175,AA0175,LivingSpecimen,348592,6284241,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Brachychiton,discolor,,F.Muell.,,species,Brachychiton discolor F.Muell.,,Viva,Exótica,2019,,hermaphrodite
AA0176,AA0176,LivingSpecimen,348605,6284234,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA0177,AA0177,LivingSpecimen,348598,6284235,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,macrocarpa,,Hartw. ex Gordon,,species,Cupressus macrocarpa Hartw. ex Gordon,,Viva,Exótica,2019,,
AA0178,AA0178,LivingSpecimen,348589,6284239,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,angustifolia,,L.,,species,Elaeagnus angustifolia L.,,Viva,Exótica,2019,,
AA0179,AA0179,LivingSpecimen,348583,6284249,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,
AA0180,AA0180,LivingSpecimen,348677,6284204,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,angustifolia,,L.,,species,Elaeagnus angustifolia L.,,Viva,Exótica,2019,,
AA0181,AA0181,LivingSpecimen,348678,6284216,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,angustifolia,,L.,,species,Elaeagnus angustifolia L.,,Viva,Exótica,2019,,
AA0182,AA0182,LivingSpecimen,348656,6284186,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA0183,AA0183,LivingSpecimen,348647,6284343,Tracheophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,biloba,,L.,,species,Ginkgo biloba L.,,Viva,Exótica,2019,2015.0,
AA0184,AA0184,LivingSpecimen,348682,6284314,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,obliqua,,Oerst.,,species,Nothofagus obliqua Oerst.,,Muerto,Nativa,2019,2015.0,hermaphrodite
AA0185,AA0185,LivingSpecimen,348628,6284184,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,excelsa,,Gaertn.,,species,Metrosideros excelsa Gaertn.,,Viva,Exótica,2019,2015.0,hermaphrodite
AA0186,AA0186,LivingSpecimen,348634,6284393,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0187,AA0187,LivingSpecimen,348619,6284388,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0188,AA0188,LivingSpecimen,348629,6284384,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0189,AA0189,LivingSpecimen,348625,6284385,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,karroo,,Hayne,,species,Acacia karroo Hayne,,Viva,Exótica,2019,,hermaphrodite
AA0190,AA0190,LivingSpecimen,348623,6284389,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0191,AA0191,LivingSpecimen,348627,6284392,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0192,AA0192,LivingSpecimen,348617,6284382,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0193,AA0193,LivingSpecimen,348613,6284392,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0194,AA0194,LivingSpecimen,348611,6284394,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0195,AA0195,LivingSpecimen,348612,6284388,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0196,AA0196,LivingSpecimen,348605,6284383,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0197,AA0197,LivingSpecimen,348601,6284389,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0198,AA0198,LivingSpecimen,348600,6284386,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0199,AA0199,LivingSpecimen,348598,6284390,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0200,AA0200,LivingSpecimen,348602,6284391,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0201,AA0201,LivingSpecimen,348599,6284393,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0202,AA0202,LivingSpecimen,348594,6284387,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0203,AA0203,LivingSpecimen,348592,6284394,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0204,AA0204,LivingSpecimen,348592,6284398,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0205,AA0205,LivingSpecimen,348599,6284398,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0206,AA0206,LivingSpecimen,348601,6284394,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0207,AA0207,LivingSpecimen,348604,6284396,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0208,AA0208,LivingSpecimen,348602,6284403,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0209,AA0209,LivingSpecimen,348597,6284405,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0210,AA0210,LivingSpecimen,348594,6284406,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0211,AA0211,LivingSpecimen,348595,6284409,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0212,AA0212,LivingSpecimen,348598,6284407,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0213,AA0213,LivingSpecimen,348601,6284405,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0214,AA0214,LivingSpecimen,348607,6284397,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0215,AA0215,LivingSpecimen,348607,6284399,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0216,AA0216,LivingSpecimen,348609,6284405,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0217,AA0217,LivingSpecimen,348610,6284404,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,
AA0218,AA0218,LivingSpecimen,348614,6284403,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0219,AA0219,LivingSpecimen,348615,6284400,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0220,AA0220,LivingSpecimen,348617,6284406,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0221,AA0221,LivingSpecimen,348617,6284404,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0222,AA0222,LivingSpecimen,348620,6284406,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0223,AA0223,LivingSpecimen,348619,6284401,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0224,AA0224,LivingSpecimen,348626,6284401,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0225,AA0225,LivingSpecimen,348623,6284403,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0226,AA0226,LivingSpecimen,348623,6284407,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0227,AA0227,LivingSpecimen,348627,6284408,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0228,AA0228,LivingSpecimen,348629,6284403,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0229,AA0229,LivingSpecimen,348630,6284410,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0230,AA0230,LivingSpecimen,348623,6284416,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0231,AA0231,LivingSpecimen,348625,6284413,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0232,AA0232,LivingSpecimen,348623,6284410,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0233,AA0233,LivingSpecimen,348622,6284413,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0234,AA0234,LivingSpecimen,348622,6284415,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0235,AA0235,LivingSpecimen,348623,6284420,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
